row_id,butterfly_taxon,host_taxon_name,host_taxon_rank,current_confidence,curated_confidence,curation_action,evidence_basis,source_checked,citation_for_ui,notes_for_web_app,source_refs_current,doi_or_url_current,occurrence_count_in_web_app,use_for_default_download_current,host_plant_family,host_plant_genus,host_plant_species
704,Oleria astrea,Lycianthes,genus,low,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Neotropics: [Lamas, 1985]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,false,Solanaceae,Lycianthes,
705,Oleria astrea,Solanum,genus,low,high,keep,Source describes immature stages; direct evidence.,"Giraldo, Barbosa & Freitas 2013, Tropical Zoology",Giraldo,Source describes immature stages; direct evidence.,"Neotropics: [Lamas, 1985]",https://doi.org/10.1080/03946975.2013.866010,0,false,Solanaceae,Solanum,
706,Oleria astrea,Solanum insidiosum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Rd, Drummond & Brown, 1987 (ssp. burchelli)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,143,true,Solanaceae,Solanum,Solanum insidiosum
707,Oleria astrea,Solanum nr chacoense,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Brazil: [Rd, Drummond & Brown, 1987]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1447,true,Solanaceae,Solanum,Solanum nr chacoense
708,Oleria astrea,Solanum stagnale,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Brazil: [Ba, Drummond & Brown, 1987 (ssp. astrea)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,43,true,Solanaceae,Solanum,Solanum stagnale
709,Oleria makrena,Solanum trizygum,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation,Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Venezuela: [Drummond & Brown, 1987]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,295,true,Solanaceae,Solanum,Solanum trizygum
710,Oleria onega,Lycianthes,genus,medium,high,needs_primary_source,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Neotropics: [Lamas, 1985]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,0,true,Solanaceae,Lycianthes,
711,Oleria onega,Solanum,genus,medium,medium,taxon_level_reaudit,"Genus-level host evidence is credible, but the map overlay includes all occurrences in the genus; keep below high unless a species-level host is resolved.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation | Codex taxon-level policy adjustment 2026-05-21: taxon_level_genus_overlay_too_broad_for_high,Beccaloni et al. 2008,"Genus-level association; useful context, not exact species-level host evidence.","Peru: [Drummond & Brown, 1987 (ssp. agarista)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
712,Oleria onega,Solanum,genus,medium,medium,taxon_level_reaudit,"Genus-level host evidence is credible, but the map overlay includes all occurrences in the genus; keep below high unless a species-level host is resolved.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation | Codex taxon-level policy adjustment 2026-05-21: taxon_level_genus_overlay_too_broad_for_high,Beccaloni et al. 2008,"Genus-level association; useful context, not exact species-level host evidence.","Ecuador: [Drummond & Brown, 1987 (ssp. agarista)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
713,Oleria onega,Solanum,genus,medium,medium,reaudit_upgrade,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.",Beccaloni et al. 2008 catalogue row; embedded source not independently checked. | Codex source-PDF re-audit 2026-05-21: trusted_expert_communication,Beccaloni et al. 2008,"Trusted expert communication is acceptable as provisional host evidence, but remains below checked published life-history evidence.","Ecuador: [Mallet, p.c., 1984 (RC: 84-23) (ssp. agarista)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
714,Oleria onega,Solanum,genus,medium,needs_check,needs_primary_source,"Catalogue row is based only on personal communication, in-press, or broad catalogue aggregation; plausible but not independently checkable from supplied sources.",Beccaloni et al. 2008 catalogue row; embedded source not independently checked.,Beccaloni et al. 2008,Use as unverified clue; retrieve embedded primary source or expert note before showing as medium.  Exact butterfly-host-rank key appears 4 times in current CSV; UI should merge citations or deduplicate display.,"Neotropics: [Lamas, 1985]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Solanum,
715,Oleria onega,Lycianthes maxonii,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation,Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Ecuador: [Drummond & Brown, 1987 (ssp. agarista)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,45,true,Solanaceae,Lycianthes,Lycianthes maxonii
716,Oleria onega,Solanum anceps,species,medium,medium,keep,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Ecuador: [Beccaloni, 1995 (ssp. agarista)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,668,true,Solanaceae,Solanum,Solanum anceps
717,Oleria onega,Solanum barbeyanum,species,medium,medium,keep,"Plausible Beccaloni catalogue record with embedded citation, but primary record not independently checked in this audit.",Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked.,Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Ecuador: [Beccaloni, 1995 (ssp. agarista)]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,350,true,Solanaceae,Solanum,Solanum barbeyanum
718,Oleria onega,Solanum evolvulifolium,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Ecuador: [Drummond & Brown, 1987 (ssp. agarista)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,249,true,Solanaceae,Solanum,Solanum evolvulifolium
719,Oleria onega,Solanum mite,species,medium,high,keep,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Ecuador: [Beccaloni, 1995 (ssp. agarista)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,383,true,Solanaceae,Solanum,Solanum mite
720,Oleria onega,Solanum nr chacoense,species,medium,medium,reaudit_upgrade,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Medium by default for catalogue-backed plausible rows; do not imply local host use from GBIF occurrence points.,"Peru: [Drummond & Brown, 1987 (ssp. crispinilla)]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,1447,true,Solanaceae,Solanum,Solanum nr chacoense
721,Oleria rubescens,Solanum aturense,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [Gentry & Dyer, p.c., 2000; Haber, p.c., 1998; DeVries, 1987; Drummond & Brown, 1987]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,874,true,Solanaceae,Solanum,Solanum aturense
722,Oleria vicina,Lycianthes multiflora,species,medium,high,reaudit_upgrade,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,Beccaloni et al. 2008 catalogue row; embedded primary citation not independently checked. | Codex source-PDF re-audit 2026-05-21: authoritative_checked_compilation,Beccaloni et al. 2008,Drummond & Brown 1987 is a checked authoritative larval food plant compilation; table notes older doubtful records were excluded and tentative plant IDs marked.,"Costa Rica: [DeVries, 1987; Drummond & Brown, 1987; Haber, p.c., 1998]",https://www.cabidigitallibrary.org/doi/full/10.5555/20093181648,0,true,Solanaceae,Lycianthes,Lycianthes multiflora
723,Oleria vicina,Lycianthes synanthera,species,medium,medium,reaudit_upgrade,"Genus-level association; useful context, not exact species-level host evidence.","Beccaloni et al. 2008, Catalogue of the hostplants of the Neotropical butterflies; primary citations embedded in source_refs",Beccaloni et al. 2008,"Genus-level association; useful context, not exact species-level host evidence.","Costa Rica: [Haber, p.c., 1998]",https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,406,true,Solanaceae,Lycianthes,Lycianthes synanthera
